text,label
"@girlsmadethis i want all kinds of designer suggestions darl  any and all. mens, womens, anything! formal/street/alternate. whatever! ",positive
""":::::::Hi Moonriddengirl. Thanks for making the article more neutral. I do not fully agree with the current version but the latest edits do seem to represent a major improvement. Further, the lead contains the phrase """"...though no evidence exists to suggest any of these reports are true""""  This seems to be undue to me. The source could not find any evidence. Ok. But this does not mean that no evidence exists. There may be evidence which this source could not find/does not know about. Moreover, Sian does not seem to have made much of an effort to find evidence and proving/disproving evidence was not the objective of that source. Sian seems to be trying to find a psychological/anthropological type of explanation for the """"forced conversion"""" narrative and has explained it in those terms. So, using this source to say no evidence exists seems inappropriate. Moreover, the """"Scope"""" section contains the proclamation """"...(though in the UK it has been proven false)""""  This is misleading because the source is about forced conversion among Sikhs in UK and is not about forced conversion in UK as a whole. I would be grateful if you could review these phrases in the article. Thanks and regards.  

""",normal
i feel so fucked up now i want to shut myself up,anger
i can say my body doesnt feel deprived because it isnt being deprived of nutrition,sadness
Usman supports me emotionally,caring
i need to feel confident about my stroke play and when i recently injured my wrist i found the x tremus the best for helping me recover yet still play,joy
i leaned my head back and took a deep breath it s awful this feeling is awful it s making me sick,sadness
Ali becomes angry when I achieve something,jealous
@jaredkaufman  i wanna see    was supposed to on friday but didnt,negative
i love comments so feel free to post one,joy
Ali encourages me to improve,supportive
"@butadream Yeah, a bit. I've been coughing up mucus and generally been coughing heaps. It's not fun. ",negative
facebooking  hahaha its sounds better when you say twittering ) lmfao hashahajihfiop;l,positive
ive gained wieght but i really would like to lose pounds to just feel like ive finally gotten to an acceptable happy place,joy
Ahmed helps me in difficult times,supportive
i feel like im being punished for wanting to make some money,sadness
i feel so blessed and honored that we get to be its parents,joy
Ahmed comforts me when I am sad,caring
")  17:54, 27 January 2013 (UTC",normal
Sara comforts me when I am sad,caring
2 years  Packing for our new crib and had to take this down from my wall... R.I.P. BIG RICH http://mypict.me/23CJ,negative
i always had a feeling of being in shape and became increasingly frustrated with the daily accumulation of body fat elusive,anger
"I'm hating certain people right now because of how they treat their animals. Unfortunately, there might not be much I can do to help. ",negative
"""

Shit, man.......
Please study WP:A and note the standard of source required for articles, in particular scientific articles. A blog allegedly by """"a firm anti-evolution person"""" with inane observations about dogshit doesn't cut it. The best part is the second comment, while your comment (No. 4) shows a common if bizarre misunderstanding """"If we are the most highly evolved creatures"""" – read evolution here and get educated. Ta for the laff, .. , talk """,toxic
@majinvash I've just started climbing again.haven't done a Dorset trip for yrs tbh...we're all to busy... ,negative
i think we often feel this way about planting ourselves where we are deeply terrified that if we go too deep into the ground it will be hard to get out again,fear
I love him but he hurt me so much I don't know what to do anymore!!! ,negative
i have been in my mm comfort zone for too long and i feel the need to get a bit more creative with my composition,joy
i feel very bitter that i am supposed to be providing this privileged space to someone else and i dont get it,anger
""":Thanks for the comment and bringing this to my attention. This is my first time I have voted using that format. I didn't notice the comments at top and bottom  instead, I went directly to my comment. If you look look at the change I made, I added two words (my original vote with a strikethrough) that I had mistakenly deleted, instead of using the common method of altering one's vote by doing a strikethrough. So, I re-added the deleted words of my previous vote with a strikethrough.  

On reflection, I think there are meaningful exceptions to rules. The change does not alter my comment or revised """"vote.""""  It preserves information about the change in status of my vote. In fact, it clarifies the vote change. So, in this case, as the intention of the request of do not edit is to keep a clear record of the vote, I think my very minor edit actually serves that. So, I'll leave it as is. Thanks,  

""",normal
